Time	S1	S2	I1	I2	Y1	Y2	R1	R2	D1	D2	V1	V2	NewI	NewY
108.296703	2645.588617	31146.064035	78976.063271	81796.612867	43132.803265	35058.586291	31735002.497425	21806988.751714	276511.047422	5217430.985094	0.000000	0.000000	59274895.347348	2241962.758971	
109.299451	2639.535590	31095.241905	73111.068918	75825.085654	40626.577224	33289.634737	31743329.125788	21813618.862741	276561.692481	5218592.174962	0.000000	0.000000	59274952.222505	2243050.413066	
110.302198	2633.922788	31048.091926	67687.241264	70294.599865	38256.529947	31602.652549	31751081.777868	21819808.037582	276608.528133	5219667.618078	0.000000	0.000000	59275004.985287	2244061.440120	
111.304945	2628.706572	31004.262121	62661.976229	65163.967246	36017.748463	29995.292834	31758307.646468	21825592.153843	276651.922268	5220665.323956	0.000000	0.000000	59275054.031307	2245002.466822	
112.307692	2623.844591	30963.411144	57993.782423	60393.161900	33905.946428	28465.456940	31765052.193393	21831005.894072	276692.233165	5221593.075944	0.000000	0.000000	59275099.744265	2245879.912656	
113.310440	2619.305491	30925.279896	53650.296950	55950.520290	31915.382304	27010.341103	31771353.274990	21836077.829558	276729.740265	5222457.029153	0.000000	0.000000	59275142.414613	2246699.013300	
114.313187	2615.083524	30889.803468	49622.003783	51825.274214	30036.300531	25625.145814	31777230.086457	21840821.504149	276764.525705	5223259.272354	0.000000	0.000000	59275182.113008	2247462.036270	
115.315934	2611.160965	30856.833327	45891.088329	47999.498880	28262.607448	24306.629810	31782706.399947	21845254.747656	276796.743311	5224003.290327	0.000000	0.000000	59275219.005709	2248172.109083	
116.318681	2607.519668	30826.218347	42439.433805	44455.066946	26588.677375	23051.773897	31787805.819633	21849395.333405	276826.549519	5224692.607405	0.000000	0.000000	59275253.261985	2248832.363329	
117.321429	2604.141907	30797.810907	39249.279414	41174.235006	25009.158829	21857.694826	31792551.322158	21853260.586041	276854.097692	5225330.673220	0.000000	0.000000	59275285.047186	2249445.856953	
118.324176	2601.010372	30771.466881	36303.220350	38139.643587	23518.974524	20721.645298	31796965.256638	21856867.381534	276879.538115	5225920.862700	0.000000	0.000000	59275314.522747	2250015.574253	
119.326923	2598.108171	30747.045648	33584.207793	35334.317150	22113.321372	19641.013962	31801069.344661	21860232.147170	276903.018003	5226466.476070	0.000000	0.000000	59275341.846181	2250544.425879	
120.329670	2595.418829	30724.410084	31075.548912	32741.664089	20787.670479	18613.325413	31804884.680286	21863370.861558	276924.681494	5226970.738856	0.000000	0.000000	59275367.171087	2251035.248837	
121.332418	2592.926288	30703.426570	28760.906864	30345.476732	19537.767151	17636.240195	31808431.730045	21866299.054628	276944.669651	5227436.801876	0.000000	0.000000	59275390.647142	2251490.806483	
122.335165	2590.614909	30683.964982	26624.300794	28129.931340	18359.630891	16707.554798	31811730.332941	21869031.807629	276963.120465	5227867.741251	0.000000	0.000000	59275412.420108	2251913.788529	
123.337912	2588.469471	30665.898702	24650.105836	26079.588109	17249.555396	15825.201663	31814799.700448	21871583.753131	276980.168850	5228266.558395	0.000000	0.000000	59275432.631827	2252306.811040	
124.340659	2586.475167	30649.104608	22823.053110	24179.391168	16204.108564	14987.249176	31817658.416513	21873969.075025	276995.946647	5228636.180023	0.000000	0.000000	59275451.420224	2252672.416432	
125.343407	2584.617612	30633.463083	21128.229726	22414.668579	15220.132485	14191.901671	31820324.437554	21876201.508523	277010.582622	5228979.458145	0.000000	0.000000	59275468.919305	2253013.073477	
126.346154	2582.882921	30618.858690	19551.171843	20771.217477	14294.725564	13437.489503	31822815.018007	21878294.280810	277024.201665	5229299.153521	0.000000	0.000000	59275485.258389	2253331.165071	
127.348901	2581.264406	30605.233778	18085.183730	19242.036557	13424.035718	12721.773467	31825140.654556	21880255.328984	277036.861591	5229596.627215	0.000000	0.000000	59275500.501817	2253628.008850	
128.351648	2579.757823	30592.551371	16726.377072	17822.849077	12604.544803	12042.613051	31827308.724324	21882090.275534	277048.595978	5229872.710967	0.000000	0.000000	59275514.690806	2253904.478864	
129.354396	2578.356664	30580.756704	15468.406187	16507.175896	11833.469981	11398.264819	31829328.307545	21883806.137977	277059.459623	5230128.664603	0.000000	0.000000	59275527.886632	2254161.749851	
130.357143	2577.054567	30569.796266	14305.045656	15288.670646	11108.141723	10787.053140	31831208.251772	21885409.757841	277069.506281	5230365.722107	0.000000	0.000000	59275540.149168	2254400.969542	
131.359890	2575.845319	30559.617794	13230.190324	14161.119725	10426.003805	10207.370188	31832957.171881	21886907.800673	277078.788672	5230585.091620	0.000000	0.000000	59275551.536887	2254623.258661	
132.362637	2574.722856	30550.170280	12237.855296	13118.442303	9784.613309	9657.675941	31834583.450065	21888306.756033	277087.358474	5230787.955444	0.000000	0.000000	59275562.106864	2254829.710925	
133.365385	2573.681262	30541.403967	11322.175944	12154.690319	9181.640626	9136.498180	31836095.235840	21889612.937496	277095.266328	5230975.470038	0.000000	0.000000	59275571.914771	2255021.393045	
134.368132	2572.714772	30533.270350	10477.407901	11264.048483	8614.869453	8642.432493	31837500.446038	21890832.482653	277102.561836	5231148.766021	0.000000	0.000000	59275581.014879	2255199.344723	
135.370879	2571.817766	30525.722174	9697.927062	10440.834273	8082.196794	8174.142270	31838806.764817	21891971.353112	277109.293562	5231308.948171	0.000000	0.000000	59275589.460060	2255364.578658	
136.373626	2570.984775	30518.713440	8978.229587	9679.497939	7581.632959	7730.358706	31840021.643649	21893035.334492	277115.509030	5231457.095423	0.000000	0.000000	59275597.301785	2255518.080538	
137.376374	2570.210479	30512.199398	8312.931898	8974.622499	7111.301566	7309.880800	31841152.301331	21894030.036430	277121.254727	5231594.260874	0.000000	0.000000	59275604.590124	2255660.809047	
